rxn,flux
PDX5PO_c,0
PYDXNO_c,0
PYAM5PO_c,0
PYAMOX_c,0
PMANM_c,-0.27323273
POAT_c,-0.413651664
GLYTL_c,0.91816786
NADHOR_m,41.09023151
FA160ACPH_h,0
GCS_m,0.224134257
FA180ACPH_h,0.005198927
HGDH_m,0
THFAT_m,0
EAR181_h,0.098867694
EAR100_h,0.79976839
EAR140_h,0.79976839
EAR80_h,0.79976839
3HAD40_h,-0.79976839
3HAD181_h,0.098867694
3HAD120_h,-0.79976839
3HAD100_h,-0.79976839
3HAD60_h,-0.79976839
3HAD140_h,-0.79976839
3HAD80_h,-0.79976839
3HAD160_h,-0.763534535
ACOATA_h,0.79976839
ACCOAC_h,5.666211498
3HAD180_h,0.005198927
EAR180_h,0.005198927
THD2_c,6.340960088
GLTS_m,2.634411436
CAT_x,0
FBP_c,19.72557799
GHMT_c,-0.553260371
SAL_c,0
TPI_c,5.100547379
UMPK_c,0.083361025
RPI_h,33.09159155
FUM_c,0.621241187
PGK_c,0
MTHFC_c,-0.274228764
MTHFD_c,0
CBMK_m,0.471025966
DXPS_h,0.698007038
TALA_c,0.353701857
GGPS_c,0
UDPSQS_h,0.041569675
SO3R_h,0.167222779
RPE_c,2.92253578
TKL1_c,-0.353701857
TKL2_c,0
DHAD_4_h,1.142792817
DHAD_5_h,0.397810442
DHFS_c,0
NTRIRfx_h,11.93277165
ACOAT_h,-0.981888727
PANTS_m,0
FBA_c,-5.026368698
3OAR40_h,0.79976839
3OAR100_h,0.79976839
3OAR120_h,0.79976839
3OAR140_h,0.79976839
3OAR160_h,0.763534535
3OAR180_h,0.005198927
3OAR181_h,0.098867694
3OAR60_h,0.79976839
3OAR80_h,0.79976839
AGMT_m,0
ANPRT_c,0.079473093
HOXG_c,0
CHLPAS_h,0.066911221
TRPS1_c,0.079473093
NPHS_x,0
PDH_E2_h,-7.131456239
THRD_c,0.397810442
SERTL_c,0.619231557
ASNTL_c,0.346281976
LYSTL_c,0.399145377
GACT_h,-0.981888727
DHQDH_h,0.725225346
XPK_c,3.276237638
FPK_c,0.353701857
UPP3DC_c,0.077781124
NPDPS_m,1.15E-16
CYSS_m,0
DHPS_c,0
IMPHL_1_h,0.625105268
IMPHL_2_h,0.625105268
ASL_c,0.387664941
HMBDPO_h,0.698007038
MPBQMT_h,0
TRPS2_c,0
ACN_a_m,-8.500916503
ACN_b_m,8.500916503
EX_photon_e,-1379.919479
PHOt_e,1379.919479
PHOt_h,1103.935556
PSII_u,138.9970054
CBFC_u,280.9588479
PSI_u,273.9348767
ATPS_h,353.6884363
GLCt_e,0
GLCt_x,0
GLK_c,0
PFK_c,0
TPI_m,0
PGK_m,-10.78772503
PGAM_h,13.54169332
PYK_h,0
PPTPt_x,0
TPTPt_m,10.78772503
PYRNAt_h,14.24635709
MPCt_m,-14.24635709
PGL_c,2.92253578
6PGTt_m,0
EDD_h,0
EDA_m,0
RUBISC_h,100
ACK_c,3.629939495
PYC_h,0
ICL_x,7.93E-15
ARG_m,0
GLUDH_c,3.61094133
GLUDH2_m,7.002874743
GLUSA_m,5.28E-13
P5CDH_m,5.28E-13
PRODH_m,0
ORNC_c,0.594223786
AGAS_h,0
AGPR_h,0.981888727
UREASE_m,0
GLUSA_c,0
G5K_c,0
PRO4H_c,0
SERA_m,0
PSAT_m,0
THRA_c,0
ASPK_c,0
HSDH_m,0.133404441
HSDH_h,0.887464369
HSK_h,0.887464369
THRS_c,0.887464369
THRS_h,0
DHPS_h,2.891866119
DAPDC_h,2.891866119
APSK_h,0.223258237
PAPSR_h,0.208792454
HSAT_m,0.133404441
AHSAL_c,0.133404441
CBS_c,0
CGL_c,0
SHL_c,0.033818337
ASNAL_c,0
ASNA_c,0
PRAS_c,0.107506715
PRADP_c,0.107506715
PRAMPCH_c,0.107506715
IGPDH_c,0.107506715
IAPTA_c,0.107506715
HPP_c,0.107506715
ALPL_h,1.142792817
POXAAT_h,0.397810442
BCTAI_h,0.397810442
BCTAL_h,0
DHSR_h,0.725225346
SKMK_h,0.725225346
PPHTA_h,0
ARODH_h,0
PHEH_c,0
HTHBDH_m,0
THBPOX_m,0
CHRL_h,0.079473093
PRAI_c,0.079473093
IGPS_c,0.079473093
GTPCH_c,0
PTPS_c,0
SR_c,0
BACCL_m,0
ACP1619ZD9DS_h,0.562258128
ACP1819ZD9DS_h,0
FA161d9ACPH_h,0
FA181d9ACPH_h,0.092682814
BACCL_c,0
ACCOAC_c,0.114464476
FACOAL_140_c,0
FACOAL_161_9Z_c,0.005198927
FACOAL_162_9Z12Z_c,9.85E-04
FACOAL_163_6Z9Z12Z_c,0
G3PDH_c,0.07417868
ETHAK_c,0.025018899
ETHAt_c,0.025018899
PETHMT_c,0.021891536
PETHDMT_c,0.021891536
PETHTMT_c,0.021891536
PCHOLCT_c,0.021891536
MI3PP_c,0
MI3PP_h,0
MI3PP_m,0.003752835
G1PUT_c,0
G1PUT_h,0.151079493
UGP_PGM_c,0.784550906
FCYTOB5OXR_c,-0.199035121
FCYTOB5OXR_m,0
COA181_9Z_9DS_c,0
FACOAL205_c,0.07519893
FACOAL226_c,0.006173726
G3PAT1619Z_c,0.005198927
G3PAT1819Z_c,0
G3PAT2055Z8Z11Z14Z17Z_c,0.065897842
G3PAT2264Z7Z10Z13Z16Z19Z_c,0.003086863
AGPATCOA_HDE_MYRS_c,0
AGPATCOA_HDE_PALM_c,0
AGPATCOA_HDE_HDE_c,0
AGPATCOA_HDE_STC_c,0
AGPATCOA_HDE_OLE_c,0
AGPATCOA_HDE_EPA_c,0
AGPATCOA_HDE_DHA_c,0
AGPATCOA_OLE_MYRS_c,0
AGPATCOA_OLE_PALM_c,0
AGPATCOA_OLE_HDE_c,0
AGPATCOA_OLE_STC_c,0
AGPATCOA_OLE_OLE_c,0
AGPATCOA_OLE_EPA_c,0
AGPATCOA_OLE_DHA_c,0
AGPATCOA_EPA_MYRS_c,0
AGPATCOA_EPA_PALM_c,0
AGPATCOA_EPA_HDE_c,0
AGPATCOA_EPA_STC_c,0
AGPATCOA_EPA_OLE_c,0.01847974
AGPATCOA_EPA_EPA_c,0.003127362
AGPATCOA_EPA_DHA_c,0
AGPATCOA_DHA_MYRS_c,0
AGPATCOA_DHA_PALM_c,0
AGPATCOA_DHA_HDE_c,0
AGPATCOA_DHA_STC_c,0
AGPATCOA_DHA_OLE_c,0
AGPATCOA_DHA_EPA_c,0
AGPATCOA_DHA_DHA_c,0.003086863
PAPA_HDE_PALM_c,0
PAPA_HDE_HDE_c,0
PAPA_HDE_STC_c,0
PAPA_HDE_OLE_c,0
PAPA_HDE_EPA_c,0
PAPA_HDE_DHA_c,0
PAPA_OLE_PALM_c,0
PAPA_OLE_HDE_c,0
PAPA_OLE_STC_c,0
PAPA_OLE_OLE_c,0
PAPA_OLE_EPA_c,0
PAPA_OLE_DHA_c,0
PAPA_EPA_PALM_c,0
PAPA_EPA_HDE_c,0
PAPA_EPA_STC_c,0
PAPA_EPA_OLE_c,0.01847974
PAPA_EPA_EPA_c,0.003127362
PAPA_EPA_DHA_c,0
PAPA_DHA_PALM_c,0
PAPA_DHA_HDE_c,0
PAPA_DHA_STC_c,0
PAPA_DHA_OLE_c,0
PAPA_DHA_EPA_c,0
PAPA_DHA_DHA_c,0.003086863
CHOPT_HDE_PALM_c,0
CHOPT_HDE_HDE_c,6.50E-04
CHOPT_HDE_STC_c,0
CHOPT_HDE_OLE_c,0
CHOPT_HDE_EPA_c,0
CHOPT_HDE_DHA_c,0
CHOPT_EPA_PALM_c,0
CHOPT_EPA_HDE_c,0
CHOPT_EPA_STC_c,0
CHOPT_EPA_OLE_c,0.01847974
CHOPT_EPA_EPA_c,0
CHOPT_EPA_DHA_c,0
PCD12DS_HDE_LNA_sn2_c,0.006173726
PCD12DS_EPA_LNA_sn2_c,0.092693968
PCD6DS_HDE_GLNA_sn2_c,0
PCD6DS_EPA_GLNA_sn2_c,0.092693968
PCW3DS_HDE_ALNA_sn2_c,6.50E-04
PCW3DS_EPA_ALNA_sn2_c,0
PCD6DS_HDE_STA_sn2_c,6.50E-04
PCD6DS_EPA_STA_sn2_c,0
PCW3DS_HDE_STA_sn2_c,0
PCW3DS_EPA_STA_sn2_c,0
FAC160t_c,0
FAC1819Zt_c,0.092682814
FAC1619Zt_c,9.85E-04
FAC180t_c,0.005198927
FAC140t_c,0
FAC2055Z8Z11Z14Z17Zt_c,0
FAC1636Z9Z12Zt_c,0
FAC1646Z9Z12Z15Zt_c,0
FACOAL_184_6Z9Z12Z15Z_c,0
FACOAL_200_c,0
FACOAL_220_c,0
FACOAL_240_c,0
PLA2PC_HDE_STA_c,0
PLA2PC_EPA_STA_c,0
PLA2PC_HDE_GLNA_c,0
PLA2PC_EPA_GLNA_c,0.092693968
3OAS200_c,0.005198927
3OAR200_c,0.005198927
3HAD200_c,0.005198927
EAR200_c,0.005198927
3OAS220_c,0.005198927
3OAR220_c,0.005198927
3HAD220_c,0.005198927
EAR220_c,0.005198927
3OAS240_c,0.005198927
3OAR240_c,0.005198927
3HAD240_c,0.005198927
EAR240_c,0.005198927
ELO6ETA_c,0
ELO6DGLA_c,0.092693968
LPCAT_HDE_ETA_sn2_c,0
LPCAT_HDE_DGLA_sn2_c,0
LPCAT_EPA_ETA_sn2_c,0
LPCAT_EPA_DGLA_sn2_c,0.092693968
PCW3DS_HDE_ETA_sn2_c,0
PCW3DS_EPA_ETA_sn2_c,0
PCD5DS_HDE_ARA_sn2_c,0
PCD5DS_EPA_ARA_sn2_c,0.092693968
PCD5DS_HDE_EPA_sn2_c,0
PCD5DS_EPA_EPA_sn2_c,0
PCW3DS_HDE_EPA_sn2_c,0
PCW3DS_EPA_EPA_sn2_c,0.092693968
PLA2PC_HDE_EPA_c,0
PLA2PC_EPA_EPA_c,0.07519893
ELO5DPA_c,0.006173726
LPCAT_HDE_DPA_sn2_c,0.006173726
LPCAT_EPA_DPA_sn2_c,0
PCD4DS_HDE_DHA_sn2_c,0.006173726
PCD4DS_EPA_DHA_sn2_c,0
PLDPC_HDE_PALM_c,0
PLDPC_HDE_HDE_c,0
PLDPC_HDE_STC_c,0
PLDPC_HDE_OLE_c,0
PLDPC_HDE_EPA_c,0
PLDPC_HDE_DHA_c,0
PLDPC_EPA_PALM_c,0
PLDPC_EPA_HDE_c,0
PLDPC_EPA_STC_c,0
PLDPC_EPA_OLE_c,0
PLDPC_EPA_EPA_c,0
PLDPC_EPA_DHA_c,0
PLDPC_HDE_LNA_c,0
PLDPC_LNA_LNA_c,0
PLDPC_EPA_LNA_c,0
PLDPC_HDE_GLNA_c,0
PLDPC_EPA_GLNA_c,0
PLDPC_HDE_ALNA_c,0
PLDPC_EPA_ALNA_c,0
PLDPC_HDE_ARA_c,0
PLDPC_EPA_ARA_c,0
PAPA_HDE_LNA_c,0
PAPA_LNA_LNA_c,0.00276193
PAPA_EPA_LNA_c,0
PAPA_HDE_GLNA_c,0
PAPA_EPA_GLNA_c,0
PAPA_HDE_ALNA_c,0
PAPA_EPA_ALNA_c,0
PAPA_HDE_ARA_c,0
PAPA_EPA_ARA_c,0
CDPDAGS_HDE_PALM_c,0.003752835
DAGK_HDE_PALM_c,0.003752835
DAGK_HDE_HDE_c,0
DAGK_HDE_STC_c,0
DAGK_HDE_OLE_c,0
DAGK_HDE_EPA_c,0
DAGK_HDE_DHA_c,0
DAGK_OLE_PALM_c,0
DAGK_OLE_HDE_c,0
DAGK_OLE_STC_c,0
DAGK_OLE_OLE_c,0
DAGK_OLE_EPA_c,0
DAGK_OLE_DHA_c,0
DAGK_EPA_PALM_c,0
DAGK_EPA_HDE_c,0
DAGK_EPA_STC_c,0
DAGK_EPA_OLE_c,0
DAGK_EPA_EPA_c,0
DAGK_EPA_DHA_c,0
DAGK_DHA_PALM_c,0
DAGK_DHA_HDE_c,0
DAGK_DHA_STC_c,0
DAGK_DHA_OLE_c,0
DAGK_DHA_EPA_c,0
DAGK_DHA_DHA_c,0
DAGK_HDE_LNA_c,0
DAGK_LNA_LNA_c,0
DAGK_EPA_LNA_c,0
DAGK_HDE_GLNA_c,0
DAGK_EPA_GLNA_c,0
DAGK_HDE_ALNA_c,0
DAGK_EPA_ALNA_c,0
DAGK_HDE_ARA_c,0
DAGK_EPA_ARA_c,0
ETHAPT_EPA_EPA_c,0.003127362
CDIPT_HDE_PALM_c,0.003752835
CHOLt_m,0
CHOLK_m,0
PCHOLt_m,0
PIP4K_HDE_PALM_c,0
PIP3K_HDE_PALM_c,0
PIP3P_HDE_PALM_c,0
IPMK_c,0
IP52K_c,0
PLDPE_EPA_EPA_c,0
FACOAL_204_5Z8Z11Z14Z_c,0
PLA2PC_HDE_PALM_c,0
PLA2PC_HDE_HDE_c,6.50E-04
PLA2PC_HDE_STC_c,0
PLA2PC_HDE_OLE_c,0
PLA2PC_HDE_DHA_c,0.006173726
PLA2PC_EPA_PALM_c,0
PLA2PC_EPA_HDE_c,0
PLA2PC_EPA_STC_c,0
PLA2PC_EPA_OLE_c,0
PLA2PC_EPA_DHA_c,0
PLA2PC_HDE_LNA_c,0.00552386
PLA2PC_LNA_LNA_c,0
PLA2PC_EPA_LNA_c,0
PLA2PC_HDE_ALNA_c,0
PLA2PC_EPA_ALNA_c,0
PLA2PC_HDE_ARA_c,0
PLA2PC_EPA_ARA_c,0
PLA2PE_EPA_EPA_c,0
LPCAT_HDE_PALM_sn2_c,0
LPCAT_HDE_HDE_sn2_c,0
LPCAT_HDE_STC_sn2_c,0
LPCAT_HDE_OLE_sn2_c,0.006173726
LPCAT_HDE_LNA_sn2_c,0
LPCAT_HDE_ALNA_sn2_c,0
LPCAT_HDE_GLNA_sn2_c,0
LPCAT_HDE_EPA_sn2_c,0
LPCAT_HDE_DHA_sn2_c,0
LPCAT_HDE_ARA_sn2_c,0
LPCAT_LNA_LNA_sn2_c,0
LPCAT_EPA_PALM_sn2_c,0
LPCAT_EPA_HDE_sn2_c,0
LPCAT_EPA_STC_sn2_c,0
LPCAT_EPA_OLE_sn2_c,0.074214228
LPCAT_EPA_LNA_sn2_c,0
LPCAT_EPA_ALNA_sn2_c,0
LPCAT_EPA_GLNA_sn2_c,0
LPCAT_EPA_EPA_sn2_c,0
LPCAT_EPA_DHA_sn2_c,0
LPCAT_EPA_ARA_sn2_c,0
LPEAT_EPA_EPA_sn2_c,0
LPCH1619Z_sn1_c,0
LPCH1829Z12Z_sn1_c,0
LPCH2055Z8Z11Z14Z17Z_sn1_c,0
LPEH2055Z8Z11Z14Z17Z_sn1_c,0
GPCGPH_c,0
GPEGPH_c,0
ACOADAGAT_HDE_ARA_ARA_c,0
ACOADAGAT_OLE_HDE_OLE_c,0
ACOADAGAT_OLE_PALM_PALM_c,0
ACOADAGAT_DHA_EPA_ARA_c,0
ACOADAGAT_DHA_EPA_DHA_c,0
ACOADAGAT_OLE_EPA_DHA_c,0
ACOADAGAT_HDE_PALM_LNA_c,0
ACOADAGAT_OLE_PALM_HDE_c,0
ACOADAGAT_HDE_ARA_PALM_c,0
ACOADAGAT_HDE_HDE_GLNA_c,0
ACOADAGAT_HDE_HDE_LNA_c,0
ACOADAGAT_OLE_HDE_HDE_c,0
ACOADAGAT_HDE_ARA_HDE_c,0
ACOADAGAT_HDE_EPA_GLNA_c,0
ACOADAGAT_HDE_EPA_ARA_c,0
ACOADAGAT_HDE_EPA_DHA_c,0
ACOADAGAT_HDE_EPA_LNA_c,0
ACOADAGAT_HDE_EPA_OLE_c,0
ACOADAGAT_EPA_EPA_LNA_c,0
ACOADAGAT_EPA_EPA_GLNA_c,0
ACOADAGAT_EPA_EPA_DHA_c,0
ACOADAGAT_OLE_EPA_EPA_c,0
ACOADAGAT_HDE_EPA_PALM_c,0
ACOADAGAT_EPA_EPA_PALM_c,0
ACOADAGAT_HDE_EPA_HDE_c,0
ACOADAGAT_HDE_HDE_HDE_c,0
ACOADAGAT_HDE_EPA_EPA_c,0
ACOADAGAT_EPA_EPA_ARA_c,0
ACOADAGAT_EPA_EPA_EPA_c,0
PLDAGAT_HDE_ARA_ARA_PC_3_c,0
PLDAGAT_HDE_ARA_ARA_PC_7_c,0
PLDAGAT_OLE_HDE_OLE_PC_3_c,0
PLDAGAT_OLE_HDE_OLE_PC_6_c,0
PLDAGAT_OLE_PALM_PALM_PC_3_c,0
PLDAGAT_OLE_PALM_PALM_PC_6_c,0
PLDAGAT_DHA_EPA_ARA_PC_3_c,0
PLDAGAT_DHA_EPA_ARA_PC_7_c,0
PLDAGAT_DHA_EPA_DHA_PC_3_c,0
PLDAGAT_DHA_EPA_DHA_PC_6_c,0
PLDAGAT_OLE_EPA_DHA_PC_3_c,0
PLDAGAT_OLE_EPA_DHA_PC_6_c,0
PLDAGAT_HDE_PALM_LNA_PC_3_c,0
PLDAGAT_HDE_PALM_LNA_PC_5_c,0
PLDAGAT_HDE_PALM_LNA_PC_7_c,0
PLDAGAT_OLE_PALM_HDE_PC_3_c,0
PLDAGAT_OLE_PALM_HDE_PC_6_c,0
PLDAGAT_HDE_ARA_PALM_PC_3_c,0
PLDAGAT_HDE_ARA_PALM_PC_6_c,0
PLDAGAT_HDE_HDE_GLNA_PC_3_c,0
PLDAGAT_HDE_HDE_GLNA_PC_7_c,0
PLDAGAT_HDE_HDE_LNA_PC_3_c,0
PLDAGAT_HDE_HDE_LNA_PC_5_c,0
PLDAGAT_HDE_HDE_LNA_PC_7_c,0
PLDAGAT_OLE_HDE_HDE_PC_3_c,0
PLDAGAT_OLE_HDE_HDE_PC_6_c,0
PLDAGAT_HDE_ARA_HDE_PC_3_c,0
PLDAGAT_HDE_ARA_HDE_PC_6_c,0
PLDAGAT_HDE_EPA_GLNA_PC_3_c,0
PLDAGAT_HDE_EPA_GLNA_PC_7_c,0
PLDAGAT_HDE_EPA_ARA_PC_3_c,0
PLDAGAT_HDE_EPA_ARA_PC_7_c,0
PLDAGAT_HDE_EPA_DHA_PC_3_c,0
PLDAGAT_HDE_EPA_DHA_PC_6_c,0
PLDAGAT_HDE_EPA_LNA_PC_3_c,0
PLDAGAT_HDE_EPA_LNA_PC_5_c,0
PLDAGAT_HDE_EPA_LNA_PC_7_c,0
PLDAGAT_HDE_EPA_OLE_PC_3_c,0
PLDAGAT_HDE_EPA_OLE_PC_6_c,0
PLDAGAT_EPA_EPA_LNA_PC_3_c,0
PLDAGAT_EPA_EPA_LNA_PC_5_c,0
PLDAGAT_EPA_EPA_LNA_PC_7_c,0
PLDAGAT_EPA_EPA_GLNA_PC_3_c,0
PLDAGAT_EPA_EPA_GLNA_PC_7_c,0
PLDAGAT_EPA_EPA_DHA_PC_3_c,0
PLDAGAT_EPA_EPA_DHA_PC_6_c,0
PLDAGAT_OLE_EPA_EPA_PC_3_c,0
PLDAGAT_OLE_EPA_EPA_PC_6_c,0
PLDAGAT_OLE_EPA_EPA_PE_14_c,0
PLDAGAT_HDE_EPA_PALM_PC_3_c,0
PLDAGAT_HDE_EPA_PALM_PC_6_c,0
PLDAGAT_EPA_EPA_PALM_PC_3_c,0
PLDAGAT_EPA_EPA_PALM_PC_6_c,0
PLDAGAT_HDE_EPA_HDE_PC_3_c,0
PLDAGAT_HDE_EPA_HDE_PC_6_c,0
PLDAGAT_HDE_HDE_HDE_PC_3_c,0
PLDAGAT_HDE_HDE_HDE_PC_6_c,0
PLDAGAT_HDE_EPA_EPA_PC_3_c,0
PLDAGAT_HDE_EPA_EPA_PC_6_c,0
PLDAGAT_HDE_EPA_EPA_PE_14_c,0
PLDAGAT_EPA_EPA_ARA_PC_3_c,0
PLDAGAT_EPA_EPA_ARA_PC_7_c,0
PLDAGAT_EPA_EPA_EPA_PC_3_c,0
PLDAGAT_EPA_EPA_EPA_PC_6_c,0
PLDAGAT_EPA_EPA_EPA_PE_14_c,0
TAGAH_HDE_ARA_ARA_c,0
TAGAH_OLE_HDE_OLE_c,0
TAGAH_OLE_PALM_PALM_c,0
TAGAH_DHA_EPA_ARA_c,0
TAGAH_DHA_EPA_DHA_c,0
TAGAH_OLE_EPA_DHA_c,0
TAGAH_HDE_PALM_LNA_c,0
TAGAH_OLE_PALM_HDE_c,0
TAGAH_HDE_ARA_PALM_c,0
TAGAH_HDE_HDE_GLNA_c,0
TAGAH_HDE_HDE_LNA_c,0
TAGAH_OLE_HDE_HDE_c,0
TAGAH_HDE_ARA_HDE_c,0
TAGAH_HDE_EPA_GLNA_c,0
TAGAH_HDE_EPA_ARA_c,0
TAGAH_HDE_EPA_DHA_c,0
TAGAH_HDE_EPA_LNA_c,0
TAGAH_HDE_EPA_OLE_c,0
TAGAH_EPA_EPA_LNA_c,0
TAGAH_EPA_EPA_GLNA_c,0
TAGAH_EPA_EPA_DHA_c,0
TAGAH_OLE_EPA_EPA_c,0
TAGAH_HDE_EPA_PALM_c,0
TAGAH_EPA_EPA_PALM_c,0
TAGAH_HDE_EPA_HDE_c,0
TAGAH_HDE_HDE_HDE_c,0
TAGAH_HDE_EPA_EPA_c,0
