rnx,flux
TAGAH_HDE_EPA_HDE_c,0
TAGAH_HDE_HDE_HDE_c,0
TAGAH_HDE_EPA_EPA_c,0
TAGAH_EPA_EPA_ARA_c,0
TAGAH_EPA_EPA_EPA_c,0
DAGAH_HDE_PALM_c,0
DAGAH_HDE_HDE_c,0.001286634
DAGAH_HDE_STC_c,0
DAGAH_HDE_OLE_c,0
DAGAH_HDE_EPA_c,0
DAGAH_HDE_DHA_c,0
DAGAH_OLE_PALM_c,0
DAGAH_OLE_HDE_c,0
DAGAH_OLE_STC_c,0
DAGAH_OLE_OLE_c,0
DAGAH_OLE_EPA_c,0
DAGAH_OLE_DHA_c,0
DAGAH_EPA_PALM_c,0
DAGAH_EPA_HDE_c,0
DAGAH_EPA_STC_c,0
DAGAH_EPA_OLE_c,0
DAGAH_EPA_EPA_c,0
DAGAH_EPA_DHA_c,0
DAGAH_DHA_PALM_c,0
DAGAH_DHA_HDE_c,0
DAGAH_DHA_STC_c,0
DAGAH_DHA_OLE_c,0
DAGAH_DHA_EPA_c,0
DAGAH_DHA_DHA_c,0
DAGAH_HDE_LNA_c,0
DAGAH_LNA_LNA_c,0
DAGAH_EPA_LNA_c,0
DAGAH_HDE_GLNA_c,0
DAGAH_EPA_GLNA_c,0
DAGAH_HDE_ALNA_c,0
DAGAH_EPA_ALNA_c,0
DAGAH_HDE_ARA_c,0
DAGAH_EPA_ARA_c,0
MAGAH1619Z_c,0.001286634
MAGAH1819Z_c,0
MAGAH2055Z8Z11Z14Z17Z_c,0
MAGAH2264Z7Z10Z13Z16Z19Z_c,0
MAGAH1829Z12Z_c,0
PLA2PA_EPA_MYRS_c,0
PLA2PA_EPA_PALM_c,0
PLA2PA_EPA_HDE_c,0
PLA2PA_EPA_STC_c,0
PLA2PA_EPA_OLE_c,0
PLA2PA_EPA_EPA_c,0
PLA2PA_EPA_DHA_c,0
PLA2PA_EPA_LNA_c,0
PLA2PA_EPA_GLNA_c,0
PLA2PA_EPA_ALNA_c,0
PLA2PA_EPA_ARA_c,0
EPALPAt_h,0.028153009
G3PAT140_h,0.023031723
G3PAT160_h,0
G3PAT1619Z_h,0.221571002
AGPATACP_MYRS_PALM_h,0.021986997
AGPATACP_MYRS_HDE_h,0.001044726
AGPATACP_PALM_PALM_h,0
AGPATACP_HDE_PALM_h,0.002709337
AGPATACP_HDE_HDE_h,0.218861664
AGPATACP_EPA_PALM_h,0.009263905
AGPATACP_EPA_HDE_h,0.017565688
PAPA_MYRS_PALM_h,0.021986997
PAPA_MYRS_HDE_h,0.001044726
PAPA_HDE_PALM_h,0.002709337
PAPA_HDE_HDE_h,0.218861664
PAPA_EPA_PALM_h,0.001323415
PAPA_EPA_HDE_h,0.017565688
GALE_h,0.06969391
MGDGS_HDE_PALM_h,0
MGDGS_HDE_HDE_h,0.044187732
MGDGS_EPA_HDE_h,0.017565688
MGDGD12DS_HDE_HDDE_sn2_h,0.044187732
MGDGD12DS_EPA_HDDE_sn2_h,0.009625198
MGDGD6DS_HDE_HDTE_sn2_h,0.031112054
MGDGD6DS_EPA_HDTE_sn2_h,0.009625198
MGDGD15DS_EPA_HDTTE_sn2_h,0.009625198
DGDGS_EPA_HDE_h,0.00794049
DGDGS_EPA_HDDE_h,0
SQDGS_MYRS_PALM_h,0.021795323
SQDGS_MYRS_HDE_h,0
SQDGS_HDE_PALM_h,0
SQDGS_EPA_PALM_h,0.001323415
CDPDAGS_HDE_PALM_h,0
CDPDAGS_EPA_PALM_h,0.00794049
PGPS_PALM_PALM_m,0
PGPS_HDE_PALM_h,0
PGPS_EPA_PALM_h,0.00794049
PGPP_HDE_PALM_h,0
PGPP_EPA_PALM_h,0.00794049
PGD3TDS_EPA_HDE3T_h,0.00794049
GGGT_EPA_HDE_3_h,0
GGGT_EPA_HDE_4_h,0
GGGT_EPA_HDE_8_h,0
GGGT_EPA_HDDE_3_h,0
GGGT_EPA_HDDE_4_h,0
GGGT_EPA_HDDE_8_h,0
AACPDAGAT_HDE_PALM_OLE_h,0.002709337
AACPDAGAT_HDE_HDE_PALM_h,0.172788271
AACPDAGAT_HDE_HDE_HDE_h,0
AACPDAGAT_HDE_HDE_OLE_h,0.001755801
MGDGH_HDE_PALM_h,0
MGDGH_HDE_HDE_h,0
MGDGH_EPA_HDE_h,0
MGDGH_HDE_HDDE_h,0.0007109
MGDGH_EPA_HDDE_h,0
MGDGH_HDE_HDTE_h,0
MGDGH_EPA_HDTE_h,0
MGDGH_EPA_HDTTE_h,0
DGDGH_EPA_HDE_h,0
DGDGH_EPA_HDDE_h,0
FACOAL_164_6Z9Z12Z15Z_c,0
ACOADAGAT_HDE_DHA_HDTTE_c,0
ACOADAGAT_DHA_EPA_HDTTE_c,0
ACOADAGAT_HDE_EPA_HDTTE_c,0
ACOADAGAT_EPA_EPA_HDTTE_c,0
ACOADAGAT_HDE_EPA_HDTE_c,0
ACOADAGAT_EPA_EPA_HDTE_c,0
G3MGt_c,0.0007109
G3DG_tc,0
G3DGGH_c,0
G3MGGH_c,0.0007109
GALE_c,0.095775693
FAC200_tx,0
FAC204_tx,0
FAC205_tx,0
FAC220_tx,0
FAC226_tx,0
FAC240_tx,0
FACOAL_C200_x,0
FACOAL_C204_x,0
FACOAL_C205_x,0
FACOAL_C220_x,0
FACOAL_C226_x,0
FACOAL_C240_x,0
ACOAOX240_x,0
ECH241_2E_x,0
HADH240_x,0
KAT240_x,0
ACOAOX220_x,0
ECH221_2E_x,0
HADH220_x,0
KAT220_x,0
ACOAOX200_x,0
ECH201_2E_x,0
HADH200_x,0
KAT200_x,0
ACOAOX180_x,0
ECH181_2E_x,0
HADH180_x,0
KAT180_x,0
ACOAOX160_x,0
ECH161_2E_x,0
HADH160_x,0
KAT160_x,0
ACOAOX140_x,0
ECH141_2E_x,0
HADH140_x,0
KAT140_x,0
ACOAOX120_x,0
ECH121_2E_x,0
HADH120_x,0
KAT120_x,0
ACOAOX100_x,0
ECH101_2E_x,0
HADH100_x,0
KAT100_x,0
ACOAOX204_5Z8Z11Z14Z_x,0
ECH205_2E5Z8Z11Z14Z_x,0
HADH204_3H5Z8Z11Z14Z_x,0
KAT204_3OXO5Z8Z11Z14Z_x,0
ECOAI184_3Z6Z9Z12Z_x,0
ECH184_2E6Z9Z12Z_x,0
HADH183_3H6Z9Z12Z_x,0
KAT183_3OXO6Z9Z12Z_x,0
ACOAOX163_4Z7Z10Z_x,0
DECOAR164_2E4Z7Z10Z_x,0
ECOAI163_3E7Z10Z_x,0
ECH163_2E7Z10Z_x,0
HADH162_3H7Z10Z_x,0
KAT162_3OXO7Z10Z_x,0
ACOAOX142_5Z8Z_x,0
ECH143_2E5Z8Z_x,0
HADH142_3H5Z8Z_x,0
KAT142_3OXO5Z8Z_x,0
ECOAI122_3Z6Z_x,0
ECH122_2E6Z_x,0
HADH121_3H6Z_x,0
KAT121_3OXO6Z_x,0
ACOAOX101_4Z_x,0
DECOAR102_2E4Z_x,0
ECOAI101_3E_x,0
ACOAOX205_5Z8Z11Z14Z17Z_x,0
ECH206_2E5Z8Z11Z14Z17Z_x,0
HADH205_3H5Z8Z11Z14Z17Z_x,0
KAT205_3OXO5Z8Z11Z14Z17Z_x,0
ECOAI185_3Z6Z9Z12Z15Z_x,0
ECH185_2E6Z9Z12Z15Z_x,0
HADH184_3H6Z9Z12Z15Z_x,0
KAT184_3OXO6Z9Z12Z15Z_x,0
ACOAOX164_4Z7Z10Z13Z_x,0
DECOAR165_2E4Z7Z10Z13Z_x,0
ECOAI164_3E7Z10Z13Z_x,0
ECH164_2E7Z10Z13Z_x,0
HADH163_3H7Z10Z13Z_x,0
KAT163_3OXO7Z10Z13Z_x,0
ACOAOX143_5Z8Z11Z_x,0
ECH144_2E5Z8Z11Z_x,0
HADH143_3H5Z8Z11Z_x,0
KAT143_3OXO5Z8Z11Z_x,0
ECOAI123_3Z6Z9Z_x,0
ECH123_2E6Z9Z_x,0
HADH122_3H6Z9Z_x,0
KAT122_3OXO6Z9Z_x,0
ACOAOX102_4Z7Z_x,0
DECOAR103_2E4Z7Z_x,0
ECOAI102_3E7Z_x,0
ECH102_2E7Z_x,0
HADH101_3H7Z_x,0
KAT101_3OXO7Z_x,0
ACOAOX226_4Z7Z10Z13Z16Z19Z_x,0
DECOAR227_2E4Z7Z10Z13Z16Z19Z_x,0
ECOAI226_3E7Z10Z13Z16Z19Z_x,0
ECH226_2E7Z10Z13Z16Z19Z_x,0
HADH225_3H7Z10Z13Z16Z19Z_x,0
KAT225_3OXO7Z10Z13Z16Z19Z_x,0
PEROX_x,0
CATCAC_x,0
CATCOC_x,0
CATC5ZOC_x,0
TMLT_c,0
TMLt_m,0
TMLOX_m,0
HMDHPS_c,0
ADCL_c,0
HPPK_c,0
MTHF3ES_c,0
HTMLA_m,0
TMABDH1_m,0
GBBOX_m,0
ACCARNt_c,0
OCTCARN_tc,0
OCT5ZCARN_tc,0
CATC1819Z_c,0
CATC160_c,-2.37E-15
CATC180_c,0
CATC1829Z12Z_c,0
CATC1836Z9Z12Z_c,0
CATC1839Z12Z15Z_c,0
CATC140_c,0
CATC1619Z_c,0
CATC1629Z12Z_c,0
CATC1636Z9Z12Z_c,4.40E-19
CATC1646Z9Z12Z15Z_c,0
CARNACt_m,0
CARN80t_m,0
CARN815t_m,0
CARN1819Zt_m,0
CARN160t_m,-2.37E-15
CARN180t_m,0
CARN1829Z12Zt_m,0
CARN1836Z9Z12Zt_m,0
CARN1839Z12Z15Zt_m,0
CARN140t_m,0
CARN1619Zt_m,0
CARN1629Z12Zt_m,0
CARN1636Z9Z12Zt_m,4.40E-19
CARN1646Z9Z12Z15Zt_m,0
CAT2AC_m,0
CAT280_m,0
CAT2815_m,0
CAT21819Z_m,0
CAT2160_m,6.00E-16
CAT2180_m,0
CAT21829Z12Z_m,0
CAT21836Z9Z12Z_m,0
CAT21839Z12Z15Z_m,0
CAT2140_m,0
CAT21619Z_m,9.41E-16
CAT21629Z12Z_m,0
CAT21636Z9Z12Z_m,4.40E-19
CAT21646Z9Z12Z15Z_m,0
G3PDH_m,0
ACOADH180_m,0
ECH181_2E_m,0
HADH180_m,0
KAT180_m,0
ACOADH160_m,6.00E-16
ECH161_2E_m,6.00E-16
HADH160_m,6.00E-16
KAT160_m,6.00E-16
ACOADH140_m,6.00E-16
ECH141_2E_m,6.00E-16
HADH140_m,6.00E-16
KAT140_m,6.00E-16
ACOADH120_m,6.00E-16
ECH121_2E_m,6.00E-16
HADH120_m,6.00E-16
KAT120_m,6.00E-16
ACOADH100_m,6.00E-16
ECH101_2E_m,0
HADH100_m,1.54E-15
KAT100_m,1.54E-15
ACOADH80_m,1.54E-15
ECH81_2E_m,1.80E-15
HADH80_m,1.80E-15
KAT80_m,1.80E-15
ACOADH60_m,1.80E-15
ECH61_2E_m,1.80E-15
HADH60_m,1.80E-15
KAT60_m,1.80E-15
ACOADH40_m,1.80E-15
ECH41_2E_m,3.841048119
HADH40_m,3.841048119
ACACT_m,5.009050225
ACOADH81_5Z_m,0
ECH82_2E5Z_m,0
HADH81_3H5Z_m,0
KAT81_3OXO5Z_m,0
ECOAI61_3Z_m,0
ACOADH181_9Z_m,0
ECH182_2E9Z_m,0
HADH181_3H9Z_m,0
KAT181_3OXO9Z_m,0
ACOADH161_7Z_m,0
ECH162_2E7Z_m,0
HADH161_3H7Z_m,0
KAT161_3OXO7Z_m,0
ACOADH141_5Z_m,0
ECH142_2E5Z_m,0
HADH141_3H5Z_m,0
KAT141_3OXO5Z_m,0
ECOAI121_3Z_m,0
ACOADH182_9Z12Z_m,0
ECH183_2E9Z12Z_m,0
HADH182_3H9Z12Z_m,0
KAT182_3OXO9Z12Z_m,0
ACOADH162_7Z10Z_m,0
ECH163_2E7Z10Z_m,0
HADH162_3H7Z10Z_m,0
KAT162_3OXO7Z10Z_m,0
ACOADH142_5Z8Z_m,0
ECH143_2E5Z8Z_m,0
HADH142_3H5Z8Z_m,0
KAT142_3OXO5Z8Z_m,0
ECOAI122_3Z6Z_m,0
ECH122_2E6Z_m,0
HADH121_3H6Z_m,0
KAT121_3OXO6Z_m,0
ACOADH101_4Z_m,0
DECOAR102_2E4Z_m,0
ECOAI101_3E_m,0
ACOADH183_6Z9Z12Z_m,0
ECH184_2E6Z9Z12Z_m,0
HADH183_3H6Z9Z12Z_m,0
KAT183_3OXO6Z9Z12Z_m,0
ACOADH163_4Z7Z10Z_m,0
DECOAR164_2E4Z7Z10Z_m,0
ECOAI163_3E7Z10Z_m,0
ACOADH183_9Z12Z15Z_m,0
ECH184_2E9Z12Z15Z_m,0
HADH183_3H9Z12Z15Z_m,0
KAT183_3OXO9Z12Z15Z_m,0
ACOADH163_7Z10Z13Z_m,0
ECH164_2E7Z10Z13Z_m,0
HADH163_3H7Z10Z13Z_m,0
KAT163_3OXO7Z10Z13Z_m,0
ACOADH143_5Z8Z11Z_m,0
ECH144_2E5Z8Z11Z_m,0
HADH143_3H5Z8Z11Z_m,0
KAT143_3OXO5Z8Z11Z_m,0
ECOAI123_3Z6Z9Z_m,0
ECH123_2E6Z9Z_m,0
HADH122_3H6Z9Z_m,0
KAT122_3OXO6Z9Z_m,0
ACOADH102_4Z7Z_m,0
DECOAR103_2E4Z7Z_m,0
ECOAI102_3E7Z_m,0
ECH102_2E7Z_m,0
HADH101_3H7Z_m,0
KAT101_3OXO7Z_m,0
ACOADH161_9Z_m,9.41E-16
ECH162_2E9Z_m,9.41E-16
HADH161_3H9Z_m,9.41E-16
KAT161_3OXO9Z_m,9.41E-16
ACOADH141_7Z_m,9.41E-16
ECH142_2E7Z_m,9.41E-16
HADH141_3H7Z_m,9.41E-16
KAT141_3OXO7Z_m,9.41E-16
ACOADH121_5Z_m,9.41E-16
ECH122_2E5Z_m,9.41E-16
HADH121_3H5Z_m,9.41E-16
KAT121_3OXO5Z_m,9.41E-16
ECOAI101_3Z_m,9.41E-16
ACOADH162_9Z12Z_m,0
ECH163_2E9Z12Z_m,0
HADH162_3H9Z12Z_m,0
KAT162_3OXO9Z12Z_m,0
ACOADH142_7Z10Z_m,0
ECH143_2E7Z10Z_m,4.40E-19
HADH142_3H7Z10Z_m,4.40E-19
KAT142_3OXO7Z10Z_m,4.40E-19
ACOADH122_5Z8Z_m,4.40E-19
ECH123_2E5Z8Z_m,4.40E-19
HADH122_3H5Z8Z_m,4.40E-19
KAT122_3OXO5Z8Z_m,4.40E-19
ECOAI102_3Z6Z_m,4.40E-19
ECH102_2E6Z_m,4.40E-19
HADH101_3H6Z_m,4.40E-19
KAT101_3OXO6Z_m,4.40E-19
ACOADH81_4Z_m,4.40E-19
DECOAR82_2E4Z_m,4.40E-19
ECOAI81_3E_m,4.40E-19
ACOADH163_6Z9Z12Z_m,4.40E-19
ECH164_2E6Z9Z12Z_m,4.40E-19
HADH163_3H6Z9Z12Z_m,4.40E-19
KAT163_3OXO6Z9Z12Z_m,4.40E-19
ACOADH143_4Z7Z10Z_m,4.40E-19
DECOAR144_2E4Z7Z10Z_m,4.40E-19
ECOAI143_3E7Z10Z_m,4.40E-19
ACOADH164_6Z9Z12Z15Z_m,0
ECH165_2E6Z9Z12Z15Z_m,0
HADH164_3H6Z9Z12Z15Z_m,0
KAT164_3OXO6Z9Z12Z15Z_m,0
ACOADH144_4Z7Z10Z13Z_m,0
DECOAR145_2E4Z7Z10Z13Z_m,0
ECOAI144_3E7Z10Z13Z_m,0
ECH144_2E7Z10Z13Z_m,0
HADH143_3H7Z10Z13Z_m,0
KAT143_3OXO7Z10Z13Z_m,0
ACOADH123_5Z8Z11Z_m,0
ECH124_2E5Z8Z11Z_m,0
HADH123_3H5Z8Z11Z_m,0
KAT123_3OXO5Z8Z11Z_m,0
ECOAI103_3Z6Z9Z_m,0
ECH103_2E6Z9Z_m,0
HADH102_3H6Z9Z_m,0
KAT102_3OXO6Z9Z_m,0
ACOADH82_4Z7Z_m,0
DECOAR83_2E4Z7Z_m,0
ECOAI82_3E7Z_m,0
ECH82_2E7Z_m,0
HADH81_3H7Z_m,0
KAT81_3OXO7Z_m,0
ACOADH61_5Z_m,0
ECH62_2E5Z_m,0
HADH61_3H5Z_m,0
KAT61_3OXO5Z_m,0
BUT3ZI_m,0
OCACPSST_m,0
LIPPT_m,0
ACCOAC_m,0
MCOATA_m,0
ACOATA_m,0
3OAS40_m,0
3OAR40_m,0
3HAD41_m,0
EAR40_m,0
3OAS60_m,0
3OAR60_m,0
3HAD61_m,0
EAR60_m,0
3OAS80_m,0
3OAR80_m,0
3HAD81_m,0
EAR80_m,0
3OAS100_m,0
3OAR100_m,0
3HAD101_m,0
EAR100_m,0
3OAS120_m,0
3OAR120_m,0
3HAD121_m,0
EAR120_m,0
3OAS140_m,0
3OAR140_m,0
3HAD141_m,0
EAR140_m,0
3OAS160_m,0
3OAR160_m,0
3HAD161_m,0
EAR160_m,0
FA160ACPH_m,0
FACOAL_160_m,0
G3PAT160_m,0
AGPATCOA_PALM_PALM_m,0
CDPDAGS_PALM_PALM_m,0
PGPP_PALM_PALM_m,0
CLS_m,0
CLM_m,0
ORPRT_c,-0.062232106
UDPH_c,0
UTPH_c,0
CDPH_c,0
CTPH_c,0
DTDPH_c,0
DTTPH_c,0
ATUD_c,0.899224441
ATDUD_c,0
ATCD_c,0.482856337
ATDCD_c,0.001496885
ATDTD_c,0.001572495
UTPPH_c,0
DUTPPH_c,0
ATCY_c,0
DATCY_c,0
DCTCP_c,0
GTCY_c,0
ITCY_c,0
UTCY_c,0
AUPT_c,0
DATUP_c,0
DUTUP_c,0
GTUP_c,0
ITUP_c,0
UTUP_c,0
UMPP_c,0
CMP_c,0
NTD1_c,0
TPH_c,0
YUMPS_c,0
UPRT_c,0
CSDA_c,0
5MCSDA_c,0
DCMAH_c,0.001572495
DURIPP_c,0
TMDPP_c,0
DHRDH_c,0.062232106
ATCM_c,0.485925717
ATDCM_c,-0.001572495
PRDPAR_c,0.062232106
FPGFT_c,0.062232106
AAL(fum)_c,0.121201877
AIAL_c,0.062232106
APPRT_c,0
GPAR_c,-0.279810181
FPAIF_c,0.151550493
ICH_c,0.151550493
ADPH_c,0
GDPH_c,0
GTPH_c,0
IDPA_c,0
ITPA_c,0
HPRT_c,0
XPPRT_c,0
DMPH_c,0
GMP5N_c,-0.279810181
I5NT_c,0
X5NT_c,0
AMP5N_c,0
DAMPH_c,0
PUNP1_c,0
PUNP2_c,0
PUNP3_c,-0.279810181
PUNP4_c,0
PUNP5_c,0
PUNP6_c,0
PUNP7_c,0
ADNK_c,0.112902552
ADNDA_c,0
ADEDA_c,0
HXANDH_c,0
XANDH_c,0
URO_c,0
HIUH_c,0
ATNAH_c,0
ATAH_c,0
UREAt_m,0
ATID_c,0
ATGD_c,14.25736836
ATDGD_c,0.001496885
NDPK_c,0.001572495
ITPP_c,0
DGTD_c,0
NTDP_c,0
SUAT_c,0
BTP_c,0
BTPS_c,0
ADEC_c,0
AGPT_c,0.030348616
ATDGM_c,0
GDTP_c,0
GUAC_c,0
GTPDPK_c,0
ME2_m,0
ICDH_m,0
SULO_m,0
BPNT2_h,0
OMPDC_c,0.062232106
RUBISO_h,7.825803757
BCTAI_c,0
BCTAI_m,0
BCTAL_c,0
BCTAL_m,0.519347972
BCTAV_c,0
BCTAV_m,2.32E-17
I3OXD_m,0.519347972
TRPIL_c,0
ORNDC_c,0
ARGDC_c,0
AGMDI_c,0
AKGR_m,-5.80E-14
ADMDC_c,0
AMSAPT_c,0
SOOR_c,0
SDOOR_c,0
SACCD_c,3.841048119
AASS_c,3.841048119
AASDH1_c,0
AASDH2_c,3.841048119
OXOADPt_m,3.841048119
OADPDH_m,3.841048119
GCDH_m,3.841048119
AOATA_h,0
AOATA_m,0
GOATA_h,7.999432568
GOATA_m,0
OXOGAH_h,7.999432568
OXOGAH_m,0
OXOSUCAH_h,0
OXOSUCAH_m,0
ABPTA_m,0
ABGTA_m,0
ABOTA_m,0
SSAL1_m,0
GF6PTA_c,0
TYRTA_c,-0.192833074
34HPPOR_c,1.168002105
MACACI_c,1.168002105
ISOVCOADH_m,0
HMGCOAS_m,0
OCOAT_m,1.168002105
IBCOAD_m,0
2MBCOAD_m,0
2MBCOAH_m,0
2MPCOAH_m,0
3HIBCOAHL_m,0
3HIBDH_m,0
3H2MBCOAOR_m,0
PPCOAC_m,0
MME_m,0
MMM_m,0
CHOLD_c,0
DMGt_m,0
DMGDH_m,0
SARDH_m,0
CGS_m,0
HCYSt_m,0
ACCS_c,0
MAN6PI_c,0.20433111
MAN1PT_c,0.20433111
GDPMEP_c,-0.0007109
GDPGALPL_c,-0.0007109
GAL1PP_c,0
GALDH_c,0
G14LACt_m,0
GLACDH_m,0
ASCBt_m,0
ASCBt_h,0
ASCBPOX_c,0
ASCBPOX_h,6.189483643
ASCBPOX_m,-8.78E-16
DHAOX_c,0
DHAOX_h,6.190173136
DHAOX_m,-8.78E-16
ACCS_h,0
ACCOX_c,0
5MTAt_m,0
5MTRt_m,0
MDRPD_c,0
DKPPHL_c,0
DH5MTPOXR_c,0
MTOBTA_c,0
CYSTA_c,0
MCPST_c,0
MCPST_m,0
CA_h,-5.448008915
CA_m,0
EX_co2_e,-60.85683118
CO2t_e,60.85683118
CO2t_m,-29.32235203
CO2t_h,93.26112129
EX_hco3_e,0
NAHCO3t_h,-0.078814534
NAHCO3t_m,0
NAHCO3CLt_e,0
EX_no2_e,0
EX_no3_e,-9.862087024
EX_nh4_e,0
NO2t_e,0
NO3t_e,9.862087024
NO2t_h,9.862087024
NH4t_h,10.65939675
NTRIR_h,0
CYNTL_m,0
GLUDH_m,0
CYOR_m,7.234163276
CYOO_m,0
GLCNACT_c,0
BDMT_c,0
G13MT_c,0
G16MT_c,0
G12MT1_c,0
G12MT2_c,0
DOLPMT1_c,0
G12MT3_c,0
G12MT4_c,0
DOLPMT2_c,0
DOLK_c,0
DOLDPP_c,0
UDPDOLPT_c,0
DOLPGT1_c,0
DOLPGT2_c,0
DOLPGT3_c,0
DOLASNT_c,0
MG1_c,0
MM1_c,0
MM2_c,0
DM_m2masn_c,0
BHMT_c,0
AATA_c,3.841048119
HMGCOAt_m,0
HMGCOAR_c,0
MEVK_c,0
PMEVK_c,0
DPMVD_c,0
MECDPS_h,0.457213639
GRDPt_c,0
IPDPt_m,0
NPDPS_h,0
HGENTISt_h,0
NPDPt_h,0
HST_h,0
HPT_h,0
DTOCOC_h,0
GTOCOC_h,0
BTOCOMT_h,0
HPPOXR_m,0
HPLHL_m,0
COUCOAF_m,0
4HBZCOAF_m,0
4HBZF_m,0
HBZNPT_m,0
3NPHBH1_m,0
3NPHBH2_m,0
DHNPBMT_m,0
NPHMBDC_m,0
COQ6_m,0
COQ5_m,0
COQ7_m,0
COQ3_m,0
SQLE_c,0
CAMT_c,0
MCAO_c,0
FCSTOLS_c,0
FCSTOLI_c,0
EPISTLDS_c,0
DHEPSTRLDS_c,0
ERGSTOLR_c,0
BRASSSTRLS_c,0
3DSPHR_c,0
SLCBK1_c,0
DHCERS18_c,0
CERDA18_c,0
DHCERD4DS_c,0
CRMDA18_c,0
CERD8DS_c,0
SLCBK2_c,0
SPHAPPL_c,0
SPHPPL_c,0
SLCBPH1_c,0
SLCBPH2_c,0
PDYXPT_c,0
PYDXDH_c,0
PYRDX5Pt_h,0
AMPMS_h,0
PMPK_h,0
CYSDS_h,0
THISAT_h,0
THII_h,0
GLYCOX1_h,0
GLYCOX2_h,0
DXYTST_h,0
THZT_h,0
TMPPP_h,0
TMPPH_h,0
TMPK_c,0
TMPPK_c,0
TMTP_h,0
TMN_c,0
AHMMPt_h,0
HMPK_h,0
ICHORS_h,0
SEPHCHCS_h,0
SHCHCS_h,0
SUCBZS_h,0
SUCBZt_x,0
SUCBZL_x,0
SBZCOADH_x,0
DHNAt_x,0
PIMACPS_m,0
AOXS_m,0
AMAOT_m,0
DBTS_m,0
BTS_m,0
BTNPL_m,0
GTPCII_h,0
DHPPDA_h,0
APRAUR_h,0
PMDPHT_h,0
DB4PS_h,0
DMRLMS_h,0
RBFS_h,0
RBFK_h,114.589897
RBFK_c,0
FMNACP_h,114.589897
FMNAT_h,0
FADR_h,0
FADDP_h,0
GLUNA1t_h,-2.144585283
GLUNA1t_m,0
GLNTL_c,0.334278499
GLNTL_h,0
GLNt_h,-3.879658414
GLNt_m,4.427719511
ALATL_c,0.765269292
ALATL_h,0
ALANA1t_h,7.999432568
ALANA1t_m,-7.234163276
ASPTL_c,0.287770829
ASPNA1t_h,1.143212361
ASPNA1t_m,0
ASNTL_h,0
ASNNA1t_h,0
ASNNA1t_m,0
GLYNA1t_h,0
GLYNA1t_m,0.385969109
THRNA1t_h,0.737320326
THRNA1t_m,0
SERTL_h,0
SECYSTL_c,0
SECYSTL_h,0
SERNA1t_h,0
SERNA1t_m,6.440155968
CYSTL_h,0
CYSt_h,0
CYSt_m,-2.32E-17
METt_m,0
VALt_h,0.430103524
VALt_m,-2.32E-17
LEUTL_h,0
LEUt_h,0
LEUt_m,0.519347972
ILEt_h,0.330507607
ILEt_m,0
LYSt_h,4.172664813
LYSt_m,0
HISTL_h,0
HISt_h,0
PHETL_c,0.34366876
PHETL_h,0
PHEt_h,0
PHEt_m,0
TYRTL_m,0
TYRt_h,0
TYRt_m,0
TRPTL_h,0
TRPt_h,0
EX_biotin_e,0
EX_fe2_e,0
EX_h_e,-10.13545042
EX_h2o_e,-43.29277392
EX_o2_e,87.80717485
EX_pi_e,-0.557385382
EX_na1_e,0
EX_so4_e,-0.176620145
EX_hso3_e,0
EX_mg2_e,-0.065489147
GLYCLTt_c,7.825803757
GLYCLTt_m,7.234163276
GLYCLTt_x,0.591640481
GLYCLTt_e,0
EX_glyclt_e,0
GOX_x,0.591640481
GOX_m,7.234163276
MALt_x,0.591640481
ICITt_x,0
GLYCLTD_m,0
PEPPIt_h,0
ALPL_m,0
DHPNTR_m,2.32E-17
BAMPPALDOX_c,0
PNTK_m,2.32E-17
PPDCDC_m,2.32E-17
DPCOAK_c,-2.58E-15
ASPOR_m,0
QULNS_m,0
NNDPR_c,0
NNAT_c,0
DNADDP_c,0
NADS_c,0
THD1_h,0
FTHFCL_c,0
MTHFD2_c,0.213782598
MTHFD2_m,0
UPPS_h,0.065489147
PHEMEFT_c,0
DHBILVOX_h,0
PHYEBILIN_h,0
MPOXR_h,0.065489147
CHLPC1S_h,0.002022512
CHLPC2S_h,0.003445654
PHYPQOX_h,0
ZISO_h,0
ZCARDS_h,0
PLYCOI_h,0
LYCBC2_h,0.039141893
PHYDS4S_h,0
BCAROXR_h,0.036480145
ZXANEPOX_h,0.036480145
ANTHXANEPOX_h,0.036480145
NSY_h,-0.036480145
VIOXANDE_h,0
ANTHXANDE_h,0
FXANS_h,0.030279435
DIADINX_h,0.00620071
DIADINXDE_h,0.000689493
DIATOXEPOX_h,0
EX_selt_e,0
SELTt_e,0
SLDK_c,0
ACSERL_c,0
ACSERL_h,0
ACSERL_m,0
SELCYSLY2_h,0
ACHMSSELCYSL_m,0
SEAHCYSHYD_c,0
SEMETTL_c,0
SEMETHL_c,0
GDR_h,6.13680052
GDR_c,0
GDR_m,0
GDR_NADP_h,0.053372616
GDR_NADP_c,0
GDR_NADP_m,-8.78E-16
GTHP_c,0
FNOR_h,234.4815164
EX_glc_e,0
EX_cl_e,0
O2t_e,-87.80717485
O2t_h,-130.0667348
O2t_m,39.36549324
O2t_u,-150.2737887
O2t_x,0.295820241
H2Ot_e,43.29277392
H2Ot_h,82.449204
H2Ot_m,-112.0174754
H2Ot_u,300.5468879
H2Ot_x,1.88E-15
CITRLt_m,-0.322078554
CBPt_m,-0.062232106
CHORt_h,-1.704503939
PPOR_c,1.360835179
34HPPt2_m,0
3C4MOPt_h,-0.519347972
3C4MOPt_m,0.519347972
