Gene_id,Average_1,Average_2
Phatr3_J42422,14.796316155560964,11.890791471358122
Phatr3_J42424,113.05728468170751,96.56169247863522
Phatr3_J7430,23.95301815669417,19.893412819147663
Phatr3_J42426,161.0288034504405,164.8295653895307
Phatr3_EG02408,9.530918116086456,8.027940859268785
Phatr3_J31409,147.77700805345955,134.24843970740784
Phatr3_J42428,39.66028173585554,81.0810766839225
Phatr3_J42429,87.86716653917514,81.21142483915621
Phatr3_EG01843,57.83878441303569,33.74537770108081
Phatr3_J42431,28.532178024139057,36.65188516468101
Phatr3_J42432,31.932553028699385,37.50265950608808
Phatr3_J4937,175.37636310868425,168.92216869186967
Phatr3_J42434,149.60971885366183,147.28886080395262
Phatr3_J9344,49.31757196454976,57.397771367908916
Phatr3_J8866,140.90000777891981,126.13653876398541
Phatr3_J31420,29.131852476146115,19.114486719079736
Phatr3_J9252,28.186676988579617,29.246987304343513
Phatr3_J42439,71.11651897982203,62.839570370908305
Phatr3_J31423,55.00122058560514,44.15023739811138
Phatr3_J42440,43.8800724247814,37.635063888468935
Phatr3_J42441,68.48375757486386,65.13927001676905
Phatr3_J42442,132.0544654467652,137.99597771074752
Phatr3_J6387,43.76756766062573,29.562852267567973
Phatr3_J42443,41.845796336092654,57.130046493658625
Phatr3_J31429,13.630885507004994,16.70099701459649
Phatr3_J53929,46.706505148376486,41.68490706677703
Phatr3_EG01882,63.59398445537557,27.994551598073265
Phatr3_J31433,38.897681311329485,161.44193743809186
Phatr3_J31434,134.69086105787522,29.779388707753483
Phatr3_EG02461,57.92003494970904,60.13483340183883
Phatr3_J31436,23.834141933466054,23.337300862641513
Phatr3_J31437,53.74678553919674,39.04075294916718
Phatr3_J42447,65.28483516727238,66.98144863974767
Phatr3_EG01815,40.13796041932877,22.30154005195044
Phatr3_J31440,379.20002562153843,441.3217799342355
Phatr3_J17166,43.50376764847094,41.256605098548526
Phatr3_J31442,54.001255780653764,58.361653322697556
Phatr3_J42451,82.6470384779505,43.5520187591315
Phatr3_J42452,86.33464937435548,114.21303634946631
Phatr3_EG02462,141.77879598392371,162.00137006745103
Phatr3_EG02453,95.75415609068928,98.16266583736665
Phatr3_J31447,188.78064399341392,179.76110849251774
Phatr3_J17172,127.77747136499957,193.08586465632612
Phatr3_EG02409,81.54993845224776,79.06800879813282
Phatr3_J9359,25.11435354014438,19.449384871046405
Phatr3_J42457,47.300910215207246,47.21100283620107
Phatr3_J42458,136.96347589175744,271.2125659050938
Phatr3_J42459,35.757905093166464,27.398333503259593
Phatr3_J8760,32.10041146680807,42.94808911827637
Phatr3_J42461,23.27381729180869,20.51099281744384
Phatr3_J31458,28.092748778910057,27.064667440495782
Phatr3_EG01752,39.84076791666302,46.53170094497442
Phatr3_J53933,42.460757307048944,51.1807317303728
Phatr3_J42464,79.64755544278725,128.4070794278672
Phatr3_J17184,30.758442172222633,34.911501416000554
Phatr3_J42466,20.30721200695903,13.417553964272603
Phatr3_EG02454,92.01849792155448,79.37690408204163
Phatr3_J31465,109.47360022181351,169.99990021755005
Phatr3_EG02451,139.63956723233562,63.452241732637965
Phatr3_J8934,33.03199343179647,22.5663761603081
Phatr3_J31469,96.90892937422142,111.4990289284286
Phatr3_EG02456,324.2118696366304,362.2178376817204
Phatr3_J42473,40.23332761819436,33.67926948270333
Phatr3_J42474,8.039811224726703,12.226701792841967
Phatr3_J17198,140.71203391041294,170.0028384235637
Phatr3_J31474,12.169812829128006,13.704759425514087
Phatr3_EG02407,38.522433221625285,42.47875544827813
Phatr3_J42479,95.12026841889494,39.6210383203731
Phatr3_J42481,38.75121608953969,26.41905994491575
Phatr3_J17199,127.8128882453956,93.09728046217307
Phatr3_J42484,48.04931263970769,45.71293451577278
Phatr3_J53935,85.69621566162816,29.691080152630846
Phatr3_J9462,570.2372056175592,690.8523057461085
Phatr3_J42487,376.22765961250906,352.86274577653967
Phatr3_J31486,27.53126165175779,19.09160830512455
Phatr3_J42488,85.71257540978168,58.77701753754126
Phatr3_J9007,31.43658132437369,21.570642918104813
Phatr3_J9033,59.62194486224672,56.998255284179876
Phatr3_J3311,12.5380807431512,15.589012213268111
Phatr3_J9319,60.01910089207432,70.76446399345943
Phatr3_J31492,8.891232461175058,24.711787683014062
Phatr3_J17215,28.40195284145308,31.18949369795368
Phatr3_J31494,30.8919852710549,86.55462428232738
Phatr3_J42494,46.39530366064424,25.120813427450013
Phatr3_J42495,89.66426778243286,147.2195477981142
Phatr3_J42496,27.881879311761804,23.286394501664276
Phatr3_J42497,32.91183862752146,33.30961499299571
Phatr3_J42498,23.727113240215402,12.885610674025424
Phatr3_EG01826,175.23964402183134,127.52310682198315
Phatr3_J42500,71.84671666789038,52.43399166864744
Phatr3_J42501,61.842408898249396,50.883074642250406
Phatr3_J42502,9.962175540207177,8.23720734090908
Phatr3_J42503,33.87895326604122,36.77499455903182
Phatr3_J8683,9.116019121483177,61.97558254255069
Phatr3_J42504,47.99764520774252,45.37003264187833
Phatr3_J42505,53.86642592989359,73.60124409859259
Phatr3_J31508,17.246178623745198,14.744952207768048
Phatr3_EG02192,680.763297682111,184.2852149162086
Phatr3_J42507,34.53927068313725,29.804950323362423
Phatr3_J31511,53.54553125953018,41.24830165940568
Phatr3_J1598,62.67466540498487,66.51201034049923
Phatr3_J42510,18.80669451376444,28.269490926387522
Phatr3_EG01794,14.318357016651508,18.93154143929692
Phatr3_J42512,69.75977614292331,64.15011340845048
Phatr3_J42513,28.019240405164698,34.328209698897126
Phatr3_J42514,972.4938357555704,332.1868402468623
Phatr3_J42515,112.4413543397434,135.8080277128208
Phatr3_J53939,171.79388134375637,187.25961780486696
Phatr3_J24353,588.1229755215903,598.8455323833957
Phatr3_J42518,133.57152021997484,115.38602081183069
Phatr3_J42519,115.98074357056275,96.06731698555319
Phatr3_J17226,57.56649124701341,48.78126751902172
Phatr3_J31525,79.37885135056716,80.32627995003162
Phatr3_J42521,14.40449002743854,15.790999188306156
Phatr3_J17228,88.70629960453132,72.90983597319382
Phatr3_J42523,93.17468027608946,78.29988718446211
Phatr3_J31529,10.529331141326557,10.470512184896537
Phatr3_J24362,42.03858650367867,54.476666217317785
Phatr3_J6528,37.625468686538476,28.874589370386836
Phatr3_J17238,86.09839168549134,98.18245329333553
Phatr3_J42527,30.243145580659366,23.154871232305076
Phatr3_EG01769,2.953117704485017,3.6909171068033197
Phatr3_J42529,17.19679677090591,3.908030100240407
Phatr3_J42531,38.942900332855814,45.29102232784708
Phatr3_J31544,101.38992092886501,72.59987628040436
Phatr3_EG01807,63.31644363539584,86.1890724585312
Phatr3_J9180,25.09781322317758,35.059260840013614
Phatr3_J42534,88.55252673072684,74.11910102085193
Phatr3_J42535,23.212384687480775,31.894404477601523
Phatr3_J9538,476.6427932865131,889.2738769838562
Phatr3_J51345,192.5755610206708,220.73441909384582
Phatr3_J42538,13.476334605945347,19.63869882965278
Phatr3_J42539,13.489751982220879,14.562088927530114
Phatr3_J9342,46.34663660550153,29.291982400679977
Phatr3_J31556,34.361065469034436,39.3166136696067
Phatr3_EG02412,43.56490814309446,46.697489121376414
Phatr3_J31559,42.23647651762676,47.01206484817125
Phatr3_J42543,219.88198027024637,148.7079510155761
Phatr3_J9185,49.58733196453331,74.02704262284746
Phatr3_EG02183,54.02179037658876,65.50902472808266
Phatr3_EG02182,132.24531128171168,137.98482244710445
Phatr3_J42546,65.52047725099506,66.77899969785744
Phatr3_J42547,155.31569515233144,127.2482628215517
Phatr3_J42548,45.11745420993832,55.223024671119745
Phatr3_J17259,119.80173071507637,139.4169724493752
Phatr3_J3062,82.24111423857012,76.48837820549781
Phatr3_J17265,66.19406605813127,35.25175949878398
Phatr3_J9546,71.81456996542217,39.55657579292895
Phatr3_J42552,34.52921782100405,38.940816041244204
Phatr3_EG01787,11.512898051978338,8.797399501170881
Phatr3_J83,39.35662591322427,31.997450497854693
Phatr3_J31571,32.25263738923756,25.66201557004232
Phatr3_J42555,27.50038909170301,30.419673492633972
Phatr3_J42556,42.88062171879076,81.34374623254904
Phatr3_J42557,35.22121930440285,43.618901908295534
Phatr3_J5762,22.577702619553342,33.30208739690417
Phatr3_J42559,116.23419938532638,147.5498370820167
Phatr3_J42560,39.11710397936105,62.7739518944933
Phatr3_J31578,23.048046522556675,21.488361418869196
Phatr3_J42561,26.68207355578165,18.398937128701647
Phatr3_J17276,289.5522762776209,260.92609891795615
Phatr3_J42563,44.14091922223262,39.89323988296255
Phatr3_J42564,185.2134344400642,114.02135656237307
Phatr3_J42565,117.14958973740963,78.25838880730575
Phatr3_J31584,14.702325395009415,29.5962667449382
Phatr3_J42566,1928.2229654888547,2098.6914149123136
Phatr3_J42567,80.81390894572941,101.83152957747366
Phatr3_EG02435,43.1122361079063,27.477621228102787
Phatr3_EG02436,6.9765387081099846,44.20509970199772
Phatr3_J42570,134.80012258866387,267.4718925218187
Phatr3_EG02165,47.33339391034228,73.29120920982703
Phatr3_EG02170,45.39739058290154,69.89662271363895
Phatr3_EG02437,264.71341634179834,455.92329044447786
Phatr3_J9444,62.893603841087675,42.649711492528226
Phatr3_J42574,708.8430192352546,436.4302627252653
Phatr3_J31594,65.7990832013166,75.69027999187392
Phatr3_J3211,77.11370707953371,74.43876649428995
Phatr3_J42577,59.525679728787935,115.70376385921803
Phatr3_J42578,85.8107052076963,107.90885593671925
Phatr3_J31599,34.371575722876734,27.836595992111484
Phatr3_J9321,35.113496180133076,38.90318850113907
Phatr3_J51305,701.3856299793983,68.23185284920217
Phatr3_J42584,73.02337961644007,78.17793827350603
Phatr3_EG02197,62.06638222437829,64.99104737688764
Phatr3_EG02191,38.20814377963426,25.76702518303074
Phatr3_J42585,102.17713670252829,67.83647895518945
Phatr3_J42586,738.6897513838599,274.89733154206345
Phatr3_J42587,40.75655218692621,37.0068423156648
Phatr3_J42588,80.59685464555396,51.633127046940665
Phatr3_J17300,76.1293837784719,62.88001822016968
Phatr3_J42590,279.3017705813203,259.4136814299209
Phatr3_J42591,38.80512293249784,46.209156093207696
Phatr3_J42592,28.687647397385685,39.2642806277622
Phatr3_J42593,50.54210691531633,49.965089361146546
Phatr3_J42594,19.91669546599616,23.148126026900353
Phatr3_J42595,27.262231765915097,35.39734940591087
Phatr3_J31617,75.48946556233741,98.65397935678948
Phatr3_J42596,50.560649842456286,62.493743363532914
Phatr3_J31619,19.960085183637414,24.850423512905866
Phatr3_J31620,39.273283984494775,45.1569376820049
Phatr3_EG01797,60.78962219972632,52.21963924767897
Phatr3_J974,63.20067263436039,75.46286754286082
Phatr3_J17304,160.55387021970841,168.92528883552558
Phatr3_J9283,68.36497307384056,73.91682770345167
Phatr3_J42600,153.48753918206782,108.65482261440114
Phatr3_J31625,104.05603613697616,95.70216729542531
Phatr3_J9653,113.45805200871008,107.83790820751916
Phatr3_J24439,86.01932772564449,92.09059044823006
Phatr3_J42604,57.487053231475144,19.76685547445087
Phatr3_J42605,52.541207648975494,62.62434193926544
Phatr3_EG01879,172.16883404104297,223.50949009652737
Phatr3_J42606,80.18093151976322,71.36070775975487
Phatr3_J8167,6.637410012580347,12.336358917761594
Phatr3_J31632,42.395647585434034,21.96728304578604
Phatr3_J9123,74.81599989230705,120.23710874650459
Phatr3_J42608,49.877566107679826,96.27231812382882
Phatr3_J42609,98.44867099816975,97.05762244743235
Phatr3_J8835,50.98154403290593,47.39610563261523
Phatr3_J42611,39.021078038761644,35.78091188584393
Phatr3_J42612,1039.3300095486097,391.50191379085754
Phatr3_J42613,12.24379716489075,10.246973776257805
Phatr3_J42614,19.729234573848633,19.03667724729938
Phatr3_J3241,92.10516351469684,85.26345308840214
Phatr3_J42616,22.415797240937408,24.915499806517943
Phatr3_J9327,34.485350316325395,13.917474238315604
Phatr3_EG01793,86.54544407149167,166.83734932333644
Phatr3_J17324,8.610400157748787,15.759504910831549
Phatr3_J9199,1054.071066655566,1542.4702539659208
Phatr3_J42619,40.363768416720625,29.21136808800546
Phatr3_J17326,432.4670428661659,63.870554836128825
Phatr3_J31649,84.98637002695625,85.11943785684963
Phatr3_J31650,157.9854219468514,191.92843702613837
Phatr3_J41659,106.2579690775094,268.5912534024114
Phatr3_J31652,12.860534114413213,14.856382134530342
Phatr3_J17332,175.5803141189159,239.54287109846172
Phatr3_J4761,63.95583945987713,42.13966380930158
Phatr3_J42624,51.89374118235503,51.830945330793
Phatr3_J42625,39.67575010813663,43.70703967508767
Phatr3_J31658,18.79708737909422,22.12107625397608
